d1,d2,d3,d4,d5,d6,x,y,z,std_x,std_y,std_z,jitter
-0.045768231817219285,-0.254403824889994,-0.025436594506739463,-0.10172309877578634,-0.02403154074188174,-0.4337504352945687,-0.2529313943690103,-0.5493008846852394,1.082371229677921,0.007058485378237529,0.003454815190276168,0.0043360223625864905,8.05590537626061e-05
-0.14965861238181766,-0.334630958320185,-0.13034247110170866,-0.26061522898899114,-0.2361156725168459,-0.08937381912086739,-0.0555533370600421,-0.4919961371826856,0.7758411188611696,0.00011960342135856882,0.0002529280958896545,0.0001008518431922316,8.844869436631209e-08
-0.46174728922807134,-0.46343034814400663,-0.048195766939393925,-0.17028361073932952,-0.24178271922459643,-0.4149574235778303,-0.17231310691867813,-0.585149432721656,0.8348440137276142,0.002583872982152283,0.0002057613186970467,0.0010585412765118623,7.839246942247847e-06
-0.451772352727842,-0.19904557827177866,-0.39743782740614836,-0.07976888905694457,-0.24580006121278486,0.014121573351266292,-0.18366704627612823,-0.45326492535346347,0.9241811396600067,0.0005759392792653765,0.0002261204321133046,0.001304977254808323,2.0858021387868956e-06
-0.40486947116862626,0.0007699528646190057,-0.08352314096352331,-0.2497445417808603,-0.07696228662658955,-0.18651856927461952,-0.2905568342782598,-0.61271839104775,0.8365138566270099,0.0014452671811389852,0.00048212882374269446,0.0010764192755045871,3.479923884238762e-06
0.01689392102919185,-0.09378093892028333,-0.24752172783461435,-0.28023323385911375,-0.043684968946666014,-0.45485626644825505,-0.32820826717382834,-0.5135364853472388,1.1131853710665744,0.004656077936255898,0.0017288059226506845,0.0069891184435004056,7.351560828395862e-05
-0.15933704672448223,-0.024880803392157758,-0.46605938346612846,-0.0658061339416317,-0.3014563144175558,-0.3307162796276337,-0.11030882739718427,-0.6332965009603547,0.9907750347008188,0.00041914517319244097,0.00038916592645791057,0.00015083871536626336,3.4988511257970974e-07
-0.13162224640478964,-0.08963959567332408,-0.08441788254762028,-0.3324109031352875,-0.08574762497205157,-0.3828292102246541,-0.4860219895779096,-0.31451724329866726,0.8551107073624364,0.002506351294799475,0.0056412018981135325,0.008767085680487086,0.00011496674699722444
-0.31159986574802406,-0.2829269816537225,-0.21846680851231443,-0.4414408939189103,-0.2883871436675608,-0.4998436411444001,-0.19462610548608764,-0.43672380625502893,0.7863110193032194,0.00014961685261912966,0.00048288927363836307,0.00020151365980792055,2.961750082718227e-07
-0.1129220222993525,-0.057024525638186385,-0.4277555268574973,-0.13403139998126512,-0.07302639403478783,0.010550727893332779,-0.1185002430313538,-0.4497797122396417,0.9529049848299739,0.00123926524247451,0.0008312874547998946,0.00094151904772903,3.1132752909496724e-06
-0.0612289075682621,-0.2794646275691133,0.009438128425021453,0.0064718905232247215,-0.23808797081569893,-0.10820779993636931,0.00020121063775436996,-0.4512560393162487,0.775611378823403,8.225862252247602e-05,0.0004914987332281224,8.380567507967594e-06,2.484077196558997e-07
-0.024804412809955267,-0.25240352257624843,-0.05083115462951582,-0.1351843456478261,-0.34715938689323,-0.10082081960859374,0.010860656802684618,-0.3901943591522821,0.7374545882103224,7.932686537140025e-05,0.0006527106101625607,5.0848306052765676e-05,4.349094424168703e-07
-0.20324391135306047,-0.45120052021468077,-0.29648217832157464,-0.4616546730331409,-0.2523931791271623,-0.2771594037656796,-0.08584212560680005,-0.5948059733612484,0.8654293091991027,0.000366729183873032,7.482392491446054e-05,9.580220534491016e-05,1.4926697659273328e-07
-0.03366335922284486,-0.19667357559979248,-0.47908652512960764,-0.13002685145876586,-0.20410655578305376,-0.07050224447139236,-0.058305648643887514,-0.4931887314158472,0.9405077923213851,7.163335768844059e-05,0.00023444514875406422,0.0005409436389547855,3.527158862336805e-07
